,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5,5426,Solana,SOL,solana,1014,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,546208594.5189563,611446331.4681168,True,,6,525236893.3,116119869941.04355,,2025-10-08T11:50:00.000Z,221.08094732545618,8925215298.612932,15.4337,-0.38733584,-4.05685385,1.75837362,3.2157137,22.17331189,40.1461533,120756313513.55684,2.88,135179134199.65,,2025-10-08T11:50:00.000Z,,,,,,2025-10-08 17:22:34.271205
6,3408,USDC,USDC,usd-coin,32625,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'xlayer-ecosystem']",,75627782146.17407,75627782146.17407,False,,7,60901219650.23,60883784567.08924,,2025-10-08T11:50:00.000Z,0.9997137153698908,23426321916.527996,17.8352,-0.03053796,-0.01081693,-0.01983919,-0.03916648,-0.02161106,-0.01845265,75606131074.53638,1.8032,75606131074.54,,2025-10-08T11:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-10-08 17:22:34.271205
7,74,Dogecoin,DOGE,dogecoin,1317,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,151264406383.7052,151264406383.7052,True,,8,,,,2025-10-08T11:51:00.000Z,0.2493240635988224,4032296179.1322875,-2.8981,-0.38480533,-4.52213341,2.81004679,6.96818021,5.1628072,37.86693806,37713856477.44903,0.8995,37713856477.45,,2025-10-08T11:51:00.000Z,,,,,,2025-10-08 17:22:34.271205
8,1958,TRON,TRX,tron,1238,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94668749520.00331,94668753894.0989,True,,9,94667886298.43,31997295262.08025,,2025-10-08T11:51:00.000Z,0.3379952432994261,976291904.7733592,30.2343,0.19345483,-1.94872427,-0.16248352,1.44767756,0.33088899,16.5407217,31997587026.865948,0.7631,31997588505.29,,2025-10-08T11:51:00.000Z,,,,,,2025-10-08 17:22:34.271205
9,2010,Cardano,ADA,cardano,1594,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35827299997.723114,44994581886.50792,False,,10,37997904336.0,31227577125.179398,,2025-10-08T11:50:00.000Z,0.821823668196189,1606016390.680084,7.8536,-0.25476701,-4.17195751,-1.52644112,-3.53882102,1.74734462,30.15065866,29443723105.694122,0.7022,36982065068.83,,2025-10-08T11:50:00.000Z,,,,,,2025-10-08 17:22:34.271205
10,32196,Hyperliquid,HYPE,hyperliquid,166,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",1000000000.0,336685219.0,999584316.0,False,,11,333931719.0,15340073314.888708,,2025-10-08T11:52:00.000Z,45.93775446317727,512930966.468023,-20.6819,-1.37004658,-0.0560813,-2.66473341,-8.92490956,6.12354257,10.97039622,15466562921.803066,0.3689,45937754463.18,,2025-10-08T11:52:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-10-08 17:22:34.271205
11,1975,Chainlink,LINK,chainlink,2112,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'metisdao-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'blast-ecosystem', 'move-vm', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'core-ecosystem', 'x-layer-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'bera-chain-ecosystem', 'unichain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem']",1000000000.0,678099970.4525867,1000000000.0,False,,12,,,,2025-10-08T11:50:00.000Z,22.0446553209182,1086118120.924256,-16.3859,-0.0721399,-3.44242736,-0.60592462,-4.06803408,5.19635404,53.57491144,14948480121.752089,0.3565,22044655320.92,,2025-10-08T11:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-10-08 17:22:34.271205
12,29470,Ethena USDe,USDe,ethena-usde,226,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem', 'plasma-ecosystem']",,14819283109.73371,14819283109.73371,True,,13,,,,2025-10-08T11:50:00.000Z,1.0000920775153088,352382326.050744,-15.2083,-0.01443783,0.00158019,-0.09238955,-0.05322806,-0.07986405,-0.08396314,14820647632.501112,0.3535,14820647632.5,,2025-10-08T11:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-10-08 17:22:34.271205
13,20947,Sui,SUI,sui,787,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3625742933.075554,10000000000.0,False,,14,3625742933.08,12549957373.43697,,2025-10-08T11:51:00.000Z,3.4613478134193087,1186567024.0139,10.7219,-0.68047256,-3.63084195,1.36646981,-0.25961261,-11.80458936,7.47522299,12549957373.42158,0.2993,34613478134.19,,2025-10-08T11:51:00.000Z,,,,,,2025-10-08 17:22:34.271205
14,512,Stellar,XLM,stellar,758,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31978550461.838463,50001786884.69562,False,,15,31531408660.0,12095745369.26131,,2025-10-08T11:50:00.000Z,0.38360941941061094,371745135.4495151,13.5206,-0.35980038,-4.29955928,-1.01480179,4.45140392,-15.28364421,30.7564912,12267273176.258778,0.2926,19181164080.63,,2025-10-08T11:50:00.000Z,,,,,,2025-10-08 17:22:34.271205
0,1,Bitcoin,BTC,bitcoin,12414,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19931743.0,19931743.0,False,,1,,,,2025-10-08T11:52:00.000Z,122915.32183925054,82953869970.99821,21.7786,-0.03347528,-1.29371975,5.36597238,9.75210545,4.94366721,10.64198188,2449916605662.229,58.4303,2581221758624.26,,2025-10-08T11:52:00.000Z,,,,,,2025-10-08 17:23:35.381469
1,1027,Ethereum,ETH,ethereum,10874,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120703250.5285526,120703250.5285526,True,,2,,,,2025-10-08T11:53:00.000Z,4490.0605073076895,57276249464.90306,27.1341,-0.19240689,-4.52094369,4.51584126,4.04998586,7.00448805,61.66129844,541964898301.92004,12.921,541964898301.92,,2025-10-08T11:53:00.000Z,,,,,,2025-10-08 17:23:35.381469
2,1839,BNB,BNB,bnb,2792,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139183766.32999998,139183766.32999998,False,,3,,,,2025-10-08T11:52:00.000Z,1316.5778224588755,11400650708.6378,61.8134,-0.03601595,0.68257804,28.69993907,49.95131172,62.00109432,96.46835286,183246259996.37634,4.3704,183246259996.38,,2025-10-08T11:52:00.000Z,,,,,,2025-10-08 17:23:35.381469
3,825,Tether USDt,USDT,tether,151175,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,177914235131.0418,181026669414.14813,True,,4,,,,2025-10-08T11:52:00.000Z,1.0003160702677774,203510536121.365,21.1648,0.00310683,-0.02329302,0.00015444,0.04065965,0.02514401,-0.00684305,177970468530.98108,4.2446,181083886562.02,,2025-10-08T11:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-10-08 17:23:35.381469
4,52,XRP,XRP,xrp,1717,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59871700035.0,99985791876.0,False,,5,,,,2025-10-08T11:52:00.000Z,2.8762122976772426,7116860080.485653,9.7661,-0.03718419,-3.23497377,-2.2222186,-1.96442583,-13.11280166,17.0834206,172203719923.51,4.107,287621229767.72,,2025-10-08T11:52:00.000Z,,,,,,2025-10-08 17:23:35.381469
5,5426,Solana,SOL,solana,1014,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,546208594.5189563,611446331.4681168,True,,6,525236893.3,116214041196.92305,,2025-10-08T11:52:00.000Z,221.2602402446718,8923575784.357538,15.3551,-0.39069792,-3.96712604,1.8321843,3.25314375,22.20368286,40.26276907,120854244846.9688,2.8824,135288762197.36,,2025-10-08T11:52:00.000Z,,,,,,2025-10-08 17:23:35.381469
6,3408,USDC,USDC,usd-coin,32626,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'xlayer-ecosystem']",,75627782146.17407,75627782146.17407,False,,7,60901219650.23,60902884669.323,,2025-10-08T11:52:00.000Z,1.0000273396674575,23463170020.546143,17.9368,0.0271765,0.02761415,0.03584407,0.01145355,0.01093626,0.00323605,75629849784.5885,1.8038,75629849784.59,,2025-10-08T11:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-10-08 17:23:35.381469
7,74,Dogecoin,DOGE,dogecoin,1317,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,151264406383.7052,151264406383.7052,True,,8,,,,2025-10-08T11:52:00.000Z,0.249549453979042,4031146488.3172207,-2.7826,-0.31122394,-4.48015101,2.91366454,7.04819911,5.26392808,38.001709,37747950019.51755,0.9003,37747950019.52,,2025-10-08T11:52:00.000Z,,,,,,2025-10-08 17:23:35.381469
8,1958,TRON,TRX,tron,1238,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94668749520.00331,94668753894.0989,True,,9,94667886298.43,32018476535.05883,,2025-10-08T11:52:00.000Z,0.33821898625817143,976849792.5094115,30.7019,0.24798134,-1.87777763,-0.09526259,1.50901294,0.39938531,16.6151213,32018768492.984272,0.7636,32018769972.39,,2025-10-08T11:52:00.000Z,,,,,,2025-10-08 17:23:35.381469
9,2010,Cardano,ADA,cardano,1594,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35827299997.723114,44994581886.50792,False,,10,37997904336.0,31232866830.815594,,2025-10-08T11:52:00.000Z,0.8219628786534138,1605721280.0580072,7.8593,-0.25653669,-4.18073408,-1.54530082,-3.54274306,1.75218103,30.16734738,29448710640.507935,0.7023,36988329539.4,,2025-10-08T11:52:00.000Z,,,,,,2025-10-08 17:23:35.381469
10,32196,Hyperliquid,HYPE,hyperliquid,166,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",1000000000.0,336685219.0,999584316.0,False,,11,333931719.0,15340498833.474329,,2025-10-08T11:53:00.000Z,45.939028731422574,512862087.27972513,-20.6822,-1.36748996,-0.05330896,-2.67086115,-8.92285012,6.10239146,10.97767586,15466991949.086302,0.3687,45939028731.42,,2025-10-08T11:53:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-10-08 17:23:35.381469
11,1975,Chainlink,LINK,chainlink,2112,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'metisdao-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'blast-ecosystem', 'move-vm', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'core-ecosystem', 'x-layer-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'bera-chain-ecosystem', 'unichain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem']",1000000000.0,678099970.4525867,1000000000.0,False,,12,,,,2025-10-08T11:52:00.000Z,22.064065059335558,1085921030.432834,-16.4712,-0.0125279,-3.37166604,-0.49971245,-4.03387493,5.35021001,53.76806268,14961641864.79939,0.3568,22064065059.34,,2025-10-08T11:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-10-08 17:23:35.381469
12,29470,Ethena USDe,USDe,ethena-usde,226,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem', 'plasma-ecosystem']",,14819283109.73371,14819283109.73371,True,,13,,,,2025-10-08T11:52:00.000Z,1.00024571981619,352404134.12219554,-15.3205,-0.00884761,0.01152052,-0.0821545,-0.04250162,-0.06399015,-0.05917193,14822924501.2555,0.3535,14822924501.26,,2025-10-08T11:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-10-08 17:23:35.381469
13,20947,Sui,SUI,sui,787,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3625742933.075554,10000000000.0,False,,14,3625742933.08,12555382674.532745,,2025-10-08T11:52:00.000Z,3.462844141536307,1185815298.6342878,10.6712,-0.64675209,-3.60205883,1.42386759,-0.22560492,-11.7580382,7.52064745,12555382674.51735,0.2994,34628441415.36,,2025-10-08T11:52:00.000Z,,,,,,2025-10-08 17:23:35.381469
14,512,Stellar,XLM,stellar,758,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31978550461.838463,50001786884.69562,False,,15,31531408660.0,12102921116.120584,,2025-10-08T11:52:00.000Z,0.38383699398352805,372109432.26133037,13.6401,-0.30171778,-4.19453833,-1.08239983,4.49387739,-15.2199836,30.85400088,12274550681.22264,0.2927,19192543220.46,,2025-10-08T11:52:00.000Z,,,,,,2025-10-08 17:23:35.381469
0,1,Bitcoin,BTC,bitcoin,12414,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19931743.0,19931743.0,False,,1,,,,2025-10-08T11:53:00.000Z,122901.48200954338,83946059121.04828,21.5387,-0.03929231,-1.3167659,5.35974496,9.70492509,4.89187593,10.6574714,2449640753733.3423,58.4018,2580931122200.41,,2025-10-08T11:53:00.000Z,,,,,,2025-10-08 17:24:36.427033
1,1027,Ethereum,ETH,ethereum,10874,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120703250.5285526,120703250.5285526,True,,2,,,,2025-10-08T11:54:00.000Z,4489.608953571377,57272180387.7182,27.3102,-0.22651119,-4.62265215,4.45303102,4.01530026,6.95018938,61.64199676,541910394298.1589,12.9197,541910394298.16,,2025-10-08T11:54:00.000Z,,,,,,2025-10-08 17:24:36.427033
2,1839,BNB,BNB,bnb,2792,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139183766.32999998,139183766.32999998,False,,3,,,,2025-10-08T11:54:00.000Z,1316.4405008813444,11390623722.12554,61.3507,-0.03721183,0.61430139,28.68672729,49.8601662,62.02293466,96.47411797,183227147062.01718,4.3683,183227147062.02,,2025-10-08T11:54:00.000Z,,,,,,2025-10-08 17:24:36.427033
3,825,Tether USDt,USDT,tether,151175,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,177914235131.0418,181026669414.14813,True,,4,,,,2025-10-08T11:53:00.000Z,1.0002651169874985,203478504430.75464,21.1308,-0.00788637,-0.02612208,-0.00532599,0.04096426,0.01826303,-0.00540092,177961403217.09286,4.2428,181074662659.4,,2025-10-08T11:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-10-08 17:24:36.427033
4,52,XRP,XRP,xrp,1717,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59871700035.0,99985791876.0,False,,5,,,,2025-10-08T11:53:00.000Z,2.876316010440707,7115327033.0849285,9.75,-0.04197544,-3.24234212,-2.22125782,-1.97968271,-13.10739152,17.06428504,172209929382.97394,4.1057,287631601044.07,,2025-10-08T11:53:00.000Z,,,,,,2025-10-08 17:24:36.427033
